classe,intensite_moyenne,ecart_type,est_outlier
Normal,0.6166335,0.24509694,Non
Normal,0.5211594,0.26513502,Non
Normal,0.46164638,0.30101123,Non
Normal,0.37822947,0.24645314,Non
Normal,0.64417875,0.2734754,Non
Normal,0.44697037,0.25498948,Non
Normal,0.51702243,0.27878544,Non
Normal,0.41169187,0.2549318,Non
Normal,0.42114845,0.14512627,Oui
Normal,0.661716,0.21832131,Non
Normal,0.6118053,0.17283612,Non
Normal,0.5543147,0.22477113,Non
Normal,0.41844466,0.14264432,Oui
Normal,0.42077166,0.18338831,Non
Normal,0.46812224,0.27994236,Non
Normal,0.48832875,0.24269643,Non
Normal,0.506011,0.28234053,Non
Normal,0.41958606,0.22770803,Non
Normal,0.48968184,0.25559658,Non
Normal,0.4248038,0.23870125,Non
Normal,0.40907383,0.2847987,Non
Normal,0.57211995,0.2600795,Non
Normal,0.4619336,0.2611815,Non
Normal,0.43907505,0.27716655,Non
Normal,0.4756383,0.2725829,Non
Normal,0.495987,0.24956903,Non
Normal,0.6462623,0.18115878,Non
Normal,0.46179608,0.29278216,Non
Normal,0.4827006,0.28068984,Non
Normal,0.44957516,0.267419,Non
Normal,0.444222,0.22783267,Non
Normal,0.5006898,0.24654022,Non
Normal,0.4963282,0.2831372,Non
Normal,0.7075364,0.1748427,Non
Normal,0.46488127,0.28321698,Non
Normal,0.47791094,0.28984228,Non
Normal,0.51208186,0.21923444,Non
Normal,0.66884845,0.18850432,Non
Normal,0.45897508,0.2695604,Non
Normal,0.408147,0.15261404,Non
Normal,0.5915975,0.27104622,Non
Normal,0.35313725,0.28234836,Non
Normal,0.5728534,0.1569533,Non
Normal,0.44828296,0.27968594,Non
Normal,0.4330196,0.20787741,Non
Normal,0.36004806,0.27514088,Non
Normal,0.48730794,0.17950882,Non
Normal,0.5029046,0.25280312,Non
Normal,0.5834896,0.27079934,Non
Normal,0.44153544,0.24545118,Non
Normal,0.40135527,0.30001244,Non
Normal,0.47995543,0.2371134,Non
Normal,0.55033576,0.2829451,Non
Normal,0.34928384,0.25957406,Non
Normal,0.5265184,0.19227992,Non
Normal,0.6336349,0.21804266,Non
Normal,0.60565954,0.2113558,Non
Normal,0.473388,0.2734476,Non
Normal,0.5882591,0.16588038,Non
Normal,0.36569694,0.17679216,Non
Normal,0.6910722,0.19204758,Non
Normal,0.4561228,0.22430757,Non
Normal,0.67639273,0.20598666,Non
Normal,0.6956308,0.20302784,Non
Normal,0.4320715,0.28612056,Non
Normal,0.6468904,0.22977844,Non
Normal,0.42349613,0.28984958,Non
Normal,0.41328564,0.2589433,Non
Normal,0.388424,0.27812013,Non
Normal,0.47748923,0.26485392,Non
Normal,0.5040279,0.27923566,Non
Normal,0.43763852,0.19083379,Non
Normal,0.5486458,0.26890263,Non
Normal,0.5206393,0.1950301,Non
Normal,0.47548488,0.23479095,Non
Normal,0.60818315,0.200745,Non
Normal,0.6470314,0.22363213,Non
Normal,0.6554073,0.20684583,Non
Normal,0.5035412,0.27760932,Non
Normal,0.6309147,0.24569148,Non
Normal,0.46562424,0.25516477,Non
Normal,0.51280814,0.25829887,Non
Normal,0.4309204,0.20808998,Non
Normal,0.439052,0.2574055,Non
Normal,0.47520924,0.19765405,Non
Normal,0.6105333,0.19628768,Non
Normal,0.42429808,0.23173346,Non
Normal,0.4678916,0.17887226,Non
Normal,0.5144564,0.2208377,Non
Normal,0.4897674,0.2609833,Non
Normal,0.56370467,0.2747332,Non
Normal,0.52222484,0.23159826,Non
Normal,0.43730748,0.2683007,Non
Normal,0.43386993,0.22235402,Non
Normal,0.46970257,0.26642197,Non
Normal,0.4898813,0.18495667,Non
Normal,0.5470044,0.25060633,Non
Normal,0.5075957,0.26749045,Non
Normal,0.33209696,0.24383068,Non
Normal,0.5071539,0.27663535,Non
Normal,0.40657315,0.16013151,Non
Normal,0.43959624,0.25607467,Non
Normal,0.5998009,0.28567007,Non
Normal,0.42428565,0.27925652,Non
Normal,0.46074036,0.18797074,Non
Normal,0.50983745,0.2156719,Non
Normal,0.478872,0.24344204,Non
Normal,0.48330307,0.2805474,Non
Normal,0.47029412,0.27508047,Non
Normal,0.51955044,0.21217304,Non
Normal,0.4994449,0.28685236,Non
Normal,0.44779944,0.28321606,Non
Normal,0.50670874,0.26088718,Non
Normal,0.5561251,0.25021,Non
Normal,0.58670694,0.21591105,Non
Normal,0.40357727,0.26662365,Non
Normal,0.47390094,0.26932627,Non
Normal,0.631799,0.2589085,Non
Normal,0.49451008,0.2377521,Non
Normal,0.5471915,0.263248,Non
Normal,0.55122036,0.27786037,Non
Normal,0.46397752,0.26897123,Non
Normal,0.7335362,0.172156,Non
Normal,0.43207213,0.25949106,Non
Normal,0.6297778,0.21113773,Non
Normal,0.40365875,0.30016968,Non
Normal,0.51213646,0.27486667,Non
Normal,0.40789086,0.276011,Non
Normal,0.5345462,0.25135744,Non
Normal,0.6557869,0.22926264,Non
Normal,0.49353623,0.26259455,Non
Normal,0.5099104,0.25949463,Non
Normal,0.48639312,0.26512963,Non
Normal,0.4394967,0.27373683,Non
Normal,0.4018512,0.15690011,Non
Normal,0.46742415,0.21812351,Non
Normal,0.6074073,0.20324023,Non
Normal,0.53295565,0.21432377,Non
Normal,0.45152467,0.20331506,Non
Normal,0.4439449,0.23409225,Non
Normal,0.46468273,0.27193043,Non
Normal,0.63258135,0.21922088,Non
Normal,0.6235585,0.22807346,Non
Normal,0.5054564,0.25993714,Non
Normal,0.7233508,0.19951561,Non
Normal,0.67096114,0.22006184,Non
Normal,0.5157947,0.24559067,Non
Normal,0.44912592,0.27640206,Non
Normal,0.45061183,0.26247093,Non
Normal,0.6281316,0.19876131,Non
Normal,0.613472,0.2613686,Non
Normal,0.43013397,0.25380677,Non
Normal,0.4182149,0.2714126,Non
Normal,0.5961508,0.2380411,Non
Normal,0.5595168,0.263334,Non
Normal,0.67476714,0.23562725,Non
Normal,0.5873346,0.23191075,Non
Normal,0.75228184,0.20135604,Oui
Normal,0.56879926,0.2500956,Non
Normal,0.5572895,0.21846168,Non
Normal,0.51800656,0.2759435,Non
Normal,0.47589102,0.24638364,Non
Normal,0.6344674,0.20167848,Non
Normal,0.45265684,0.22706416,Non
Normal,0.40220335,0.26440018,Non
Normal,0.70519835,0.2198079,Non
Normal,0.6689544,0.20436746,Non
Normal,0.4735269,0.24987969,Non
Normal,0.54482156,0.24222724,Non
Normal,0.6227583,0.1806541,Non
Normal,0.44791803,0.21588789,Non
Normal,0.60362685,0.24741487,Non
Normal,0.44561356,0.28389665,Non
Normal,0.55007327,0.21734937,Non
Normal,0.50312006,0.28185704,Non
Normal,0.47312775,0.28230646,Non
Normal,0.46941984,0.2676434,Non
Normal,0.4383871,0.269557,Non
Normal,0.7015982,0.213463,Non
Normal,0.6569917,0.23742624,Non
Normal,0.411927,0.25691998,Non
Normal,0.52837896,0.22212167,Non
Normal,0.45264122,0.28322577,Non
Normal,0.53137904,0.21430176,Non
Normal,0.48730582,0.28037164,Non
Normal,0.5022651,0.2711658,Non
Normal,0.5713076,0.27070907,Non
Normal,0.50767523,0.24029702,Non
Normal,0.45576108,0.26431268,Non
Normal,0.46901032,0.24201366,Non
Normal,0.5734255,0.28184512,Non
Normal,0.47769856,0.20756467,Non
Normal,0.49269232,0.2716015,Non
Normal,0.43818137,0.273276,Non
Normal,0.46838892,0.25078574,Non
Normal,0.62857544,0.24795818,Non
Normal,0.49176002,0.27093762,Non
Normal,0.6654712,0.21031906,Non
Normal,0.6441355,0.22136125,Non
Normal,0.45599174,0.21832319,Non
Normal,0.64841825,0.23421055,Non
Normal,0.50783277,0.25944346,Non
Normal,0.52195936,0.25389552,Non
Normal,0.4455249,0.27381507,Non
Normal,0.50162935,0.27100295,Non
Normal,0.48955452,0.25215128,Non
Normal,0.5354524,0.20545048,Non
Normal,0.70209354,0.21437018,Non
Normal,0.57452923,0.22743028,Non
Normal,0.49444944,0.13279404,Oui
Normal,0.44255596,0.20009921,Non
Normal,0.60260427,0.1923583,Non
Normal,0.541653,0.25458393,Non
Normal,0.4470614,0.21607518,Non
Normal,0.64651394,0.22654532,Non
Normal,0.3883101,0.268268,Non
Normal,0.680459,0.2074391,Non
Normal,0.6222092,0.23985681,Non
Normal,0.6509241,0.21591419,Non
Normal,0.42209285,0.3381306,Non
Normal,0.31287432,0.272131,Non
Normal,0.5784887,0.21856703,Non
Normal,0.55708164,0.25074613,Non
Normal,0.48277915,0.2700941,Non
Normal,0.55073875,0.25814083,Non
Normal,0.44251865,0.24831712,Non
Normal,0.639844,0.17437458,Non
Normal,0.4562067,0.20035641,Non
Normal,0.41776404,0.2598717,Non
Normal,0.4718067,0.28027025,Non
Normal,0.6248269,0.22162509,Non
Normal,0.49184388,0.28439736,Non
Normal,0.4899357,0.23855457,Non
Normal,0.4402953,0.25032726,Non
Normal,0.45278582,0.26597652,Non
Normal,0.58621174,0.25803486,Non
Normal,0.449765,0.27979243,Non
Normal,0.39716113,0.1633651,Non
Normal,0.4345437,0.25539324,Non
Normal,0.55916584,0.21649535,Non
Normal,0.42850846,0.20081064,Non
Normal,0.4250945,0.27442485,Non
Normal,0.46508223,0.26376334,Non
Normal,0.41082287,0.2594048,Non
Normal,0.6843629,0.20985553,Non
Normal,0.6573662,0.17409082,Non
Normal,0.47583002,0.2848363,Non
Normal,0.4560259,0.15775791,Non
Normal,0.50030726,0.264171,Non
Normal,0.44293177,0.29835325,Non
Normal,0.5743728,0.18670383,Non
Normal,0.56378937,0.2653756,Non
Normal,0.69861007,0.19869432,Non
Normal,0.5179479,0.25298128,Non
Normal,0.44719118,0.25985155,Non
Normal,0.540447,0.20806377,Non
Normal,0.480389,0.2635706,Non
Normal,0.43132558,0.18840867,Non
Normal,0.45702815,0.2527423,Non
Normal,0.41528147,0.28844166,Non
Normal,0.5703077,0.24069986,Non
Normal,0.52639973,0.21200576,Non
Normal,0.42259464,0.24818549,Non
Normal,0.36847663,0.29237607,Non
Normal,0.69665426,0.21429914,Non
Normal,0.62029386,0.20986825,Non
Normal,0.51897544,0.22712184,Non
Normal,0.5763999,0.17522733,Non
Normal,0.61966896,0.22473429,Non
Normal,0.42566735,0.22384343,Non
Normal,0.62195826,0.1822262,Non
Normal,0.4710627,0.24755569,Non
Normal,0.6471371,0.20619756,Non
Normal,0.5440151,0.27520984,Non
Normal,0.6000646,0.26029202,Non
Normal,0.5569731,0.23116334,Non
Normal,0.6680768,0.16757818,Non
Normal,0.34634906,0.2655035,Non
Normal,0.65258795,0.24513277,Non
Normal,0.53059226,0.28196743,Non
Normal,0.59216255,0.27341408,Non
Normal,0.45695972,0.28224957,Non
Normal,0.4824207,0.27351305,Non
Normal,0.5652016,0.25982684,Non
Normal,0.47744665,0.20995322,Non
Normal,0.6770811,0.23627928,Non
Normal,0.55208284,0.2693662,Non
Normal,0.67379516,0.20589192,Non
Normal,0.5806826,0.29633394,Non
Normal,0.60641754,0.3040765,Non
Normal,0.5766132,0.2855186,Non
Normal,0.64655375,0.2284803,Non
Normal,0.6625835,0.23405507,Non
Normal,0.4146797,0.138854,Oui
Normal,0.6674263,0.21095078,Non
Normal,0.51647574,0.2668975,Non
Normal,0.30313417,0.26877335,Non
Normal,0.40643242,0.2844484,Non
Normal,0.5086631,0.27582,Non
Normal,0.45025083,0.14371958,Oui
Normal,0.46358716,0.2508959,Non
Normal,0.6981122,0.22404733,Non
Normal,0.40804502,0.1525741,Non
Normal,0.48337957,0.28471997,Non
Normal,0.4841214,0.22583538,Non
Normal,0.45057282,0.30119732,Non
Normal,0.47478226,0.19618258,Non
Normal,0.42619416,0.2754792,Non
Normal,0.60606605,0.25947607,Non
Normal,0.45376626,0.25409743,Non
Normal,0.6990518,0.22570223,Non
Normal,0.4439823,0.2831718,Non
Normal,0.41312462,0.27837303,Non
Normal,0.444646,0.20729256,Non
Normal,0.41339216,0.25583157,Non
Normal,0.6504464,0.21335043,Non
Normal,0.44071245,0.21544868,Non
Normal,0.5006605,0.22847436,Non
Normal,0.45532584,0.23243,Non
Normal,0.59219414,0.28125954,Non
Normal,0.43701553,0.27489176,Non
Normal,0.5066046,0.2660352,Non
Normal,0.4578253,0.2480406,Non
Normal,0.4543763,0.21471642,Non
Normal,0.57291776,0.23051523,Non
Normal,0.54460055,0.22410598,Non
Normal,0.45853418,0.25330305,Non
Normal,0.4572925,0.2624523,Non
Normal,0.48165166,0.18457548,Non
Normal,0.6826375,0.21094966,Non
Normal,0.55407405,0.25912112,Non
Normal,0.6348251,0.20944825,Non
Normal,0.44234222,0.29238394,Non
Normal,0.5513066,0.2458128,Non
Normal,0.48645744,0.26176664,Non
Normal,0.52347296,0.2790226,Non
Normal,0.58452433,0.27684098,Non
Normal,0.60686624,0.31961316,Non
Normal,0.43024188,0.24973184,Non
Normal,0.49717197,0.25223896,Non
Normal,0.537136,0.2930003,Non
Normal,0.4269186,0.13564245,Oui
Normal,0.56327015,0.27720624,Non
Normal,0.5130044,0.29493314,Non
Normal,0.5981657,0.24241255,Non
Normal,0.5688526,0.25587252,Non
Normal,0.4933102,0.2890247,Non
Normal,0.47967,0.24068087,Non
Normal,0.46255863,0.15709704,Non
Normal,0.39332134,0.22423704,Non
Normal,0.4768954,0.28061548,Non
Normal,0.5676115,0.27683973,Non
Normal,0.4639221,0.25784105,Non
Normal,0.5280938,0.16364545,Non
Normal,0.6465945,0.22645359,Non
Normal,0.5399476,0.24906504,Non
Normal,0.61293817,0.25124612,Non
Normal,0.5829415,0.21106982,Non
Normal,0.55498135,0.25408673,Non
Normal,0.4857719,0.27667913,Non
Normal,0.5480375,0.23461689,Non
Normal,0.5228554,0.2944376,Non
Normal,0.47750026,0.23292483,Non
Normal,0.49436772,0.25069037,Non
Normal,0.6639467,0.21054699,Non
Normal,0.51764923,0.24638052,Non
Normal,0.49576434,0.25782114,Non
Normal,0.5532803,0.22885111,Non
Normal,0.44656578,0.29466242,Non
Normal,0.67782086,0.20187987,Non
Normal,0.35482937,0.22546239,Non
Normal,0.6091752,0.19048093,Non
Normal,0.4439422,0.2500457,Non
Normal,0.49384183,0.24732067,Non
Normal,0.44072446,0.27610904,Non
Normal,0.5069614,0.26747394,Non
Normal,0.5868895,0.26701036,Non
Normal,0.4939653,0.24749303,Non
Normal,0.55151856,0.2953724,Non
Normal,0.44727394,0.2519761,Non
Normal,0.5267841,0.2117656,Non
Normal,0.6108407,0.2739486,Non
Normal,0.52935225,0.2541101,Non
Normal,0.4650572,0.1464202,Oui
Normal,0.47489208,0.24910721,Non
Normal,0.6215359,0.22352135,Non
Normal,0.4653897,0.22762261,Non
Normal,0.6502241,0.23233202,Non
Normal,0.454711,0.24438317,Non
Normal,0.47573233,0.2690645,Non
Normal,0.4900188,0.27164435,Non
Normal,0.47590584,0.1697274,Non
Normal,0.5842032,0.24093351,Non
Normal,0.611606,0.24514577,Non
Normal,0.37011436,0.26780447,Non
Normal,0.48260567,0.23940663,Non
Normal,0.57164574,0.25871333,Non
Normal,0.43639952,0.20284602,Non
Normal,0.46160364,0.29689896,Non
Normal,0.6763656,0.18420807,Non
Normal,0.5426472,0.286776,Non
Normal,0.44071466,0.27887097,Non
Normal,0.49411744,0.28062117,Non
Normal,0.590705,0.20993517,Non
Normal,0.42424205,0.22629067,Non
Normal,0.41042972,0.25731537,Non
Normal,0.55307597,0.24454844,Non
Normal,0.68446255,0.20121323,Non
Normal,0.5526533,0.28357276,Non
Normal,0.5669229,0.18590705,Non
Normal,0.50221235,0.28359142,Non
Normal,0.482946,0.257345,Non
Normal,0.5076254,0.21882121,Non
Normal,0.4084436,0.14915745,Non
Normal,0.48675638,0.27794567,Non
Normal,0.45853963,0.24190186,Non
Normal,0.49724057,0.26716536,Non
Normal,0.65186524,0.21692687,Non
Normal,0.5132387,0.25049135,Non
Normal,0.4946464,0.23103096,Non
Normal,0.62671417,0.22512625,Non
Normal,0.40258932,0.25617814,Non
Normal,0.48683795,0.24766268,Non
Normal,0.44880265,0.12306247,Oui
Normal,0.38094565,0.17441583,Non
Normal,0.6224064,0.21275741,Non
Normal,0.41133365,0.14668751,Non
Normal,0.5214138,0.19057007,Non
Normal,0.3376132,0.27059028,Non
Normal,0.42877287,0.2901219,Non
Normal,0.4677481,0.25662097,Non
Normal,0.47770473,0.2645377,Non
Normal,0.46864438,0.27946135,Non
Normal,0.4764456,0.24627282,Non
Normal,0.51637274,0.2428616,Non
Normal,0.42604402,0.27595276,Non
Normal,0.4738685,0.26560026,Non
Normal,0.39347085,0.25552672,Non
Normal,0.48090345,0.26522556,Non
Normal,0.47084826,0.2721208,Non
Normal,0.44827282,0.25284612,Non
Normal,0.65524507,0.20929943,Non
Normal,0.516481,0.22516021,Non
Normal,0.5215547,0.18082477,Non
Normal,0.49552718,0.2877978,Non
Normal,0.38794616,0.2663187,Non
Normal,0.4884231,0.27906093,Non
Normal,0.6553924,0.18732412,Non
Normal,0.42688167,0.24358286,Non
Normal,0.45381558,0.22190711,Non
Normal,0.5537086,0.17069378,Non
Normal,0.6557741,0.24286656,Non
Normal,0.47192714,0.2814082,Non
Normal,0.47114095,0.2953857,Non
Normal,0.46529996,0.30214697,Non
Normal,0.62750417,0.19115293,Non
Normal,0.4495277,0.23808156,Non
Normal,0.41550472,0.26557094,Non
Normal,0.6753522,0.1944331,Non
Normal,0.7088097,0.18000944,Non
Normal,0.51930565,0.23960929,Non
Normal,0.6258908,0.2535827,Non
Normal,0.44326955,0.22246371,Non
Normal,0.5303073,0.28559625,Non
Normal,0.6146196,0.19177005,Non
Normal,0.5294666,0.2593711,Non
Normal,0.43531564,0.14044937,Oui
Normal,0.60007733,0.18482323,Non
Normal,0.59916943,0.19437703,Non
Normal,0.4659542,0.26388913,Non
Normal,0.6104925,0.20978105,Non
Normal,0.36953244,0.25875354,Non
Normal,0.56182605,0.25572684,Non
Normal,0.69130695,0.19065177,Non
Normal,0.49382225,0.27466798,Non
Normal,0.49846277,0.27858064,Non
Normal,0.4985966,0.27297217,Non
Normal,0.5020675,0.2693647,Non
Normal,0.5191392,0.27887267,Non
Normal,0.50754243,0.1413388,Oui
Normal,0.60807663,0.20927607,Non
Normal,0.55065364,0.18873087,Non
Normal,0.5101575,0.2386938,Non
Normal,0.6485726,0.22932127,Non
Normal,0.68789554,0.25358522,Non
Normal,0.67001116,0.21752515,Non
Normal,0.5040919,0.27036202,Non
Normal,0.6720258,0.2138529,Non
Normal,0.4698983,0.26854146,Non
Normal,0.3975319,0.22801867,Non
Normal,0.4157995,0.23539443,Non
Normal,0.40933424,0.2806948,Non
Normal,0.4004085,0.16229506,Non
Normal,0.6136143,0.17706935,Non
Normal,0.60587937,0.24252306,Non
Normal,0.51582754,0.22885554,Non
Normal,0.4881843,0.28708026,Non
Normal,0.41409257,0.25118867,Non
Normal,0.4963165,0.28161487,Non
Normal,0.63486683,0.2421749,Non
Normal,0.4448902,0.110653356,Oui
Normal,0.44029325,0.22196826,Non
Normal,0.48535335,0.24781597,Non
Normal,0.611726,0.21652308,Non
Normal,0.45868343,0.22298205,Non
Normal,0.5990064,0.22841774,Non
Normal,0.7089375,0.17487122,Non
Normal,0.43260846,0.28964987,Non
Normal,0.51775014,0.25373116,Non
Normal,0.5957234,0.28912145,Non
Normal,0.4853545,0.28551316,Non
Normal,0.5680241,0.25147372,Non
Normal,0.4308964,0.29437622,Non
Normal,0.41924998,0.26687753,Non
Normal,0.5373068,0.25765365,Non
Normal,0.46094257,0.25036404,Non
Normal,0.53007865,0.257183,Non
Normal,0.46321586,0.20180216,Non
Normal,0.4285209,0.21810824,Non
Normal,0.66300815,0.19460407,Non
Normal,0.5055301,0.24342462,Non
Normal,0.37222067,0.25045517,Non
Normal,0.48007253,0.23314738,Non
Normal,0.39530694,0.27647343,Non
Normal,0.43716124,0.26053533,Non
Normal,0.36720374,0.2741181,Non
Normal,0.46049637,0.26811045,Non
Normal,0.6464112,0.25552616,Non
Normal,0.46369457,0.258851,Non
Normal,0.4116237,0.29878765,Non
Normal,0.45008275,0.26205176,Non
Normal,0.47682297,0.2421847,Non
Normal,0.39111096,0.2491646,Non
Normal,0.5550497,0.17850585,Non
Normal,0.41591248,0.2656201,Non
Normal,0.46597818,0.2939706,Non
Normal,0.5127225,0.27735636,Non
Normal,0.4600691,0.24867633,Non
Normal,0.47138497,0.30009505,Non
Normal,0.5455471,0.26940447,Non
Normal,0.6767948,0.2250902,Non
Normal,0.46070898,0.2651926,Non
Normal,0.52205724,0.26959765,Non
Normal,0.5308918,0.27639985,Non
Normal,0.7134553,0.18262148,Non
Normal,0.6662937,0.174334,Non
Normal,0.6653658,0.19654505,Non
Normal,0.5252896,0.2518478,Non
Normal,0.42639902,0.26674446,Non
Normal,0.5045141,0.21298765,Non
Normal,0.5309186,0.26325282,Non
Normal,0.6370722,0.2577233,Non
Normal,0.46854088,0.25055736,Non
Normal,0.5742594,0.2323436,Non
Normal,0.61727107,0.19161712,Non
Normal,0.5460177,0.19429089,Non
Normal,0.5257011,0.2668759,Non
Normal,0.498844,0.3037925,Non
Normal,0.5214676,0.2303493,Non
Normal,0.53918487,0.27756006,Non
Normal,0.46434656,0.2833844,Non
Normal,0.61168873,0.22792675,Non
Normal,0.52731425,0.28648856,Non
Normal,0.41559222,0.22502206,Non
Normal,0.42290762,0.26956382,Non
Normal,0.46633068,0.22708626,Non
Normal,0.62353545,0.23305395,Non
Normal,0.5591525,0.24603005,Non
Normal,0.4233354,0.24935023,Non
Normal,0.48085645,0.25290722,Non
Normal,0.6939668,0.1736171,Non
Normal,0.65612864,0.23682787,Non
Normal,0.37345225,0.22145504,Non
Normal,0.4991688,0.2506942,Non
Normal,0.3767101,0.2528044,Non
Normal,0.4133187,0.2742857,Non
Normal,0.48968247,0.23580036,Non
Normal,0.44653177,0.24352366,Non
Normal,0.59844077,0.2992164,Non
Normal,0.46792012,0.26993248,Non
Normal,0.51847404,0.21703345,Non
Normal,0.46579832,0.28630486,Non
Normal,0.65235543,0.22250715,Non
Normal,0.4931045,0.2541999,Non
Normal,0.6869042,0.21658652,Non
Normal,0.42702895,0.2729876,Non
Normal,0.54163694,0.2722392,Non
Normal,0.45889378,0.278904,Non
Normal,0.5961269,0.26039994,Non
Normal,0.55643034,0.2312951,Non
Normal,0.6447502,0.26098937,Non
Normal,0.5535529,0.24771944,Non
Normal,0.43913764,0.25669935,Non
Normal,0.5163552,0.26537204,Non
Normal,0.46084234,0.24493891,Non
Normal,0.3987476,0.25124323,Non
Normal,0.40180495,0.2655697,Non
Normal,0.4761201,0.24221191,Non
Normal,0.47966868,0.22221288,Non
Normal,0.5266985,0.25262743,Non
Normal,0.59920216,0.20491041,Non
Normal,0.4393915,0.2822626,Non
Normal,0.47628382,0.24990565,Non
Normal,0.42208573,0.13480163,Oui
Normal,0.5500176,0.25041613,Non
Normal,0.48540145,0.26917842,Non
Normal,0.44803202,0.24815074,Non
Normal,0.6417353,0.24924466,Non
Normal,0.44593495,0.22116408,Non
Normal,0.5051716,0.21691372,Non
Normal,0.57012814,0.1950158,Non
Normal,0.56864375,0.21782252,Non
Normal,0.4601302,0.26396087,Non
Normal,0.52549666,0.2558887,Non
Normal,0.46499315,0.25563836,Non
Normal,0.52545935,0.23020059,Non
Normal,0.40307894,0.2607324,Non
Normal,0.5366709,0.22947922,Non
Normal,0.42033193,0.13855657,Oui
Normal,0.46592945,0.25043708,Non
Normal,0.5481124,0.2592621,Non
Normal,0.4991603,0.23699722,Non
Normal,0.50041395,0.23389365,Non
Normal,0.6935633,0.17989425,Non
Normal,0.7102732,0.20257683,Non
Normal,0.6448216,0.23665825,Non
Normal,0.6761123,0.20987198,Non
Normal,0.5821318,0.2412136,Non
Normal,0.54632235,0.23237017,Non
Normal,0.43437618,0.24431957,Non
Normal,0.41620362,0.2838211,Non
Normal,0.49430245,0.2625536,Non
Normal,0.6028856,0.1854846,Non
Normal,0.4088919,0.25737908,Non
Normal,0.54949147,0.2543867,Non
Normal,0.47301835,0.28029448,Non
Normal,0.4672646,0.27663982,Non
Normal,0.45283836,0.26529607,Non
Normal,0.6348249,0.21931154,Non
Normal,0.46794787,0.259035,Non
Normal,0.6308994,0.2406521,Non
Normal,0.39447,0.2590139,Non
Normal,0.43757245,0.124629386,Oui
Normal,0.45271,0.25352845,Non
Normal,0.49291322,0.26078296,Non
Normal,0.5065195,0.26245543,Non
Normal,0.35713434,0.2755922,Non
Normal,0.49334314,0.26633134,Non
Normal,0.48043522,0.2280456,Non
Normal,0.6156369,0.23732351,Non
Normal,0.5037183,0.1929703,Non
Normal,0.5376363,0.14712462,Non
Normal,0.48207977,0.22537984,Non
Normal,0.48965555,0.28310418,Non
Normal,0.43771282,0.2695221,Non
Normal,0.5340554,0.28785652,Non
Normal,0.54535884,0.25067377,Non
Normal,0.4360144,0.24342592,Non
Normal,0.5055613,0.24007683,Non
Normal,0.6596177,0.2615837,Non
Normal,0.454308,0.26489612,Non
Normal,0.58894455,0.2015682,Non
Normal,0.68958414,0.18693188,Non
Normal,0.6364014,0.19289555,Non
Normal,0.5080213,0.27166378,Non
Normal,0.5065468,0.25718722,Non
Normal,0.4179728,0.22402844,Non
Normal,0.48031738,0.24818231,Non
Normal,0.4352597,0.25949976,Non
Normal,0.46417835,0.2002567,Non
Normal,0.47833726,0.21823083,Non
Normal,0.4336812,0.24852258,Non
Normal,0.5445718,0.23948969,Non
Normal,0.5961953,0.2532181,Non
Normal,0.44520843,0.20299795,Non
Normal,0.4724074,0.24532159,Non
Normal,0.74930423,0.19850121,Oui
Normal,0.48784533,0.27494502,Non
Normal,0.2950271,0.25578746,Non
Normal,0.6297213,0.2580751,Non
Normal,0.49767846,0.2601248,Non
Normal,0.60936284,0.18509293,Non
Normal,0.5640817,0.18111415,Non
Normal,0.6726161,0.21084093,Non
Normal,0.5266004,0.2505061,Non
Normal,0.45703834,0.2847133,Non
Normal,0.4494161,0.25795957,Non
Normal,0.62295085,0.26880893,Non
Normal,0.4527281,0.2512864,Non
Normal,0.44169506,0.27354455,Non
Normal,0.5149824,0.20583418,Non
Normal,0.3952816,0.2729041,Non
Normal,0.57982737,0.2597228,Non
Normal,0.60985535,0.24911188,Non
Normal,0.41293207,0.28724277,Non
Normal,0.5266571,0.27261254,Non
Normal,0.5090916,0.20439875,Non
Normal,0.51004046,0.22802186,Non
Normal,0.49212405,0.25726533,Non
Normal,0.4139519,0.14546433,Oui
Normal,0.65388864,0.18374737,Non
Normal,0.48311278,0.28737116,Non
Normal,0.3673537,0.2589322,Non
Normal,0.46979183,0.2820517,Non
Normal,0.47225025,0.24675561,Non
Normal,0.6282186,0.22143923,Non
Normal,0.48082817,0.24133256,Non
Normal,0.4014951,0.1630349,Non
Normal,0.44192687,0.24159493,Non
Normal,0.54865175,0.2450574,Non
Normal,0.4290973,0.2712954,Non
Normal,0.5165112,0.27061042,Non
Normal,0.54781556,0.2608325,Non
Normal,0.4106344,0.14456195,Oui
Normal,0.44369265,0.24923193,Non
Normal,0.43868393,0.26707527,Non
Normal,0.43279895,0.23541425,Non
Normal,0.45028675,0.23416018,Non
Normal,0.3910533,0.27004668,Non
Normal,0.49458724,0.23281126,Non
Normal,0.689129,0.231022,Non
Normal,0.5073735,0.26748642,Non
Normal,0.47594127,0.2629923,Non
Normal,0.4774323,0.29454568,Non
Normal,0.5085164,0.3243991,Non
Normal,0.5441079,0.18429603,Non
Normal,0.4817616,0.2387823,Non
Normal,0.49074054,0.2907034,Non
Normal,0.55989146,0.24012995,Non
Normal,0.43937263,0.28883472,Non
Normal,0.44836825,0.25593793,Non
Normal,0.39017072,0.25153315,Non
Normal,0.5780285,0.15052336,Non
Normal,0.5871358,0.1959532,Non
Normal,0.39103833,0.20224252,Non
Normal,0.4990078,0.25767395,Non
Normal,0.45740426,0.247164,Non
