AE 1,AE 2,AE 3,label
2.4770346,-1.90584,0.97979134,Normal
-1.0921232,-1.5675368,0.9098561,Normal
10.432142,-5.6749115,-4.9416413,Normal
-0.8581147,1.0987822,1.676706,Normal
-1.7810912,-0.99005896,0.3170805,Normal
1.8984354,-0.8471102,0.96763676,Normal
-1.731479,1.7447256,0.6892678,Normal
-0.328298,0.48249042,0.3822646,Normal
1.47914,2.0489533,2.024484,Normal
-0.35062316,-4.3753433,1.2171713,Normal
1.3822846,2.7703257,1.6735252,Normal
-1.6131722,-1.1018616,1.7552459,Normal
-0.85550684,0.24719901,0.47308987,Normal
-1.8721048,1.0600778,1.2855905,Normal
2.7646432,-0.27095348,2.209256,Normal
-0.8908177,-0.8663718,0.73913056,Normal
-0.87418574,-1.3456388,1.1778812,Normal
-0.9430384,0.24280739,1.3620702,Normal
-0.62840337,-1.4465116,1.0192178,Normal
3.4095,-0.92273873,2.6492202,Normal
-2.4839962,-0.2997808,1.0287942,Normal
-1.6097926,-1.4680175,2.053413,Normal
-1.5662879,-0.71852493,0.32078037,Normal
-0.2944958,-0.7156653,-0.3067112,Normal
-2.7832973,0.29771015,0.73179024,Normal
-1.2976866,-1.4848127,1.2124234,Normal
-1.0383242,-2.5299504,1.6485488,Normal
-0.4508836,0.7013163,-0.34166598,Normal
-0.9398732,-2.3034925,1.1257557,Normal
-0.95471674,0.6608283,1.8787634,Normal
-1.0195603,-0.8761682,0.27631727,Normal
-1.0744103,-0.40105444,2.0986009,Normal
-0.32499692,-2.5842988,1.5372372,Normal
0.27638343,2.4554753,2.2731404,Normal
0.16906662,-0.082109675,-0.5172654,Normal
1.0035086,2.658601,1.8386793,Normal
-1.2374977,0.4626776,0.41055566,Normal
6.367396,-1.3255732,-2.0593293,Normal
-1.4995403,-1.6655432,0.6718671,Normal
2.3739533,-0.559156,1.0097433,Normal
-2.0189588,0.91397077,1.1757643,Normal
-1.1001723,0.7639859,1.3086382,Normal
-1.5189883,-1.3510947,0.7046531,Normal
1.7591714,0.20172389,0.47600973,Normal
-0.68707436,-0.9106211,0.5970839,Normal
-0.18240263,-1.8941482,0.6695068,Normal
-0.8765838,-3.259754,2.682051,Normal
-2.3517609,-0.6736966,1.4995794,Normal
-0.53125453,1.4840807,1.861188,Normal
-0.8165187,1.5327265,2.031239,Normal
-1.6557007,0.89659184,1.0437376,Normal
-0.72603023,0.12635976,-0.2006346,Normal
0.9420834,1.5438575,0.9785536,Normal
-0.9445389,-1.1479325,1.4887755,Normal
-0.056199502,-0.35129416,0.21607631,Normal
-0.7755166,0.51855004,1.954202,Normal
2.3499746,-1.8209541,1.7342608,Normal
-2.1581452,-2.318045,1.5637056,Normal
8.630306,-1.2463,-2.7446923,Normal
-0.9372405,-1.1972482,2.1364079,Normal
0.38806295,0.6813862,1.8116328,Normal
-1.0924183,-1.830468,2.0404556,Normal
0.34080508,-0.34327847,0.94625264,Normal
-0.8487533,2.721723,2.1158645,Normal
-1.1139385,1.6637415,1.8600107,Normal
-1.1095214,-0.18013512,-0.66291946,Normal
-1.1992904,-1.4994851,0.18475017,Normal
-1.5178375,-1.3534974,1.5197078,Normal
2.2312222,-1.62492,1.405048,Normal
-0.5948229,-1.6646615,1.8156217,Normal
-1.1272192,-0.082218036,1.2771343,Normal
-1.8113991,-0.31793445,2.396121,Normal
1.4855913,-0.5046131,1.2629989,Normal
-0.045912277,-0.28106695,0.87078446,Normal
-1.3240069,-0.9416223,1.4477828,Normal
-0.540463,0.070176244,1.4565104,Normal
-0.02703901,1.9191974,1.6948116,Normal
1.902466,-0.20588411,2.197359,Normal
0.3373696,2.048494,1.337771,Normal
-0.84838015,-1.5684751,1.3119466,Normal
-0.315833,1.6506878,1.3529556,Normal
-1.7451307,-0.88346434,1.6121184,Normal
-1.9254333,-0.7002656,0.985858,Normal
-1.4002312,0.44071501,-0.21293119,Normal
-0.4744964,0.117231674,2.2296882,Normal
2.287951,-0.15272664,1.5690674,Normal
1.7240419,-1.3334501,1.5006938,Normal
-1.2268916,-1.2348639,0.9570573,Normal
0.018790763,-0.23046066,0.6932581,Normal
-1.8892056,-0.19982626,0.83139396,Normal
0.71516985,1.0584548,1.8500332,Normal
0.35381854,1.0781845,1.2657108,Normal
0.5798077,-3.4068751,2.7668772,Normal
-0.15379494,1.9306476,2.482444,Normal
-1.6161046,-0.37284535,1.3036957,Normal
-1.485551,-2.9057055,-1.3101585,Normal
-0.064134106,0.75488645,0.97551745,Normal
1.426572,-0.022175327,1.7318662,Normal
2.3400939,-1.2905344,1.1615163,Normal
0.23720649,-0.13466704,-0.40487954,Normal
0.46968678,-1.2394676,-0.18890661,Normal
-0.6838079,-1.1258829,0.66285485,Normal
-1.1809816,-0.74298733,1.2404635,Normal
-1.4684137,-1.465907,1.0390115,Normal
-1.1024996,-1.313153,1.7673547,Normal
-1.6524534,-0.38095927,1.0640086,Normal
1.3981175,-1.2832216,1.6931704,Normal
-1.2259731,-1.554589,1.3896767,Normal
-0.13047627,-1.7732172,1.5122883,Normal
-1.8481345,-0.4132347,0.7476463,Normal
-1.4152865,-0.88602823,1.0465099,Normal
2.0399084,-1.4273733,0.94486374,Normal
0.25165883,-0.15355614,-0.25416362,Normal
-1.375033,0.5611382,1.6651076,Normal
-0.8253657,-1.397214,1.199851,Normal
-0.0074113607,-2.3915675,0.55408823,Normal
-2.010612,-0.52879065,1.9291004,Normal
0.3804588,1.6433161,0.9877313,Normal
-0.07163225,-0.30869263,1.133632,Normal
-1.3861976,-1.70512,1.8542899,Normal
-0.13772725,0.6614889,3.0750573,Normal
-1.4105607,-1.1813133,2.6748755,Normal
-0.64519626,-1.0332166,0.8384737,Normal
-1.7629623,1.2011107,1.9264251,Normal
-0.73823375,0.07784825,-0.3736198,Normal
-0.041751947,-0.06385324,0.36798936,Normal
-0.7926747,-1.7619225,2.602578,Normal
2.1033897,-1.3279108,1.3125429,Normal
-2.0244486,-0.011758164,0.61013347,Normal
0.93929833,2.756756,1.1515752,Normal
2.6250892,-0.95053726,1.7450418,Normal
1.8546504,-1.2650478,0.63346094,Normal
1.8649174,-0.86463624,0.9819613,Normal
1.7770796,-0.416196,1.2950689,Normal
-2.216913,-0.08856231,1.126859,Normal
0.22407787,1.794189,1.4217176,Normal
-0.8614799,0.72311634,1.3015778,Normal
0.56886846,-0.35392773,0.48704094,Normal
-2.9333227,-0.76579016,0.9333815,Normal
-1.3241048,1.4581966,1.4710977,Normal
-1.1509278,-1.3506682,1.3181233,Normal
-1.1816735,0.92565715,1.8216282,Normal
2.7642412,-1.8513811,1.5335464,Normal
1.0433095,0.8050756,2.723104,Normal
-0.5969844,-1.5679944,1.5217295,Normal
-0.59097886,-0.5634001,0.39308602,Normal
1.5680441,2.5490406,2.5120234,Normal
1.7949237,-0.9012878,1.2500737,Normal
-0.33495918,-1.6473961,0.08415278,Normal
-1.6921662,-0.036947757,0.8928761,Normal
-1.7236054,-0.64101046,0.8096952,Normal
-1.4671706,1.9095967,0.76836944,Normal
0.20681328,-2.3934567,1.6402544,Normal
-0.27344355,-0.0052441657,1.8320425,Normal
-0.7511787,0.51120603,1.603177,Normal
0.026538018,1.7194313,1.9465705,Normal
-1.9519261,-1.8879578,0.4016105,Normal
-0.8187582,-1.2853068,0.9831026,Normal
-0.7009862,-1.4076353,-0.71603125,Normal
-0.40259168,0.13992506,0.1636985,Normal
0.41470414,0.79840386,2.4186523,Normal
-0.2925254,-0.5764117,2.2681696,Normal
-0.5837425,-2.4041207,2.1924715,Normal
-1.1705624,-0.6274814,0.97378665,Normal
-0.5969631,-2.577293,3.2489202,Normal
-0.087188736,2.9824214,1.271724,Normal
1.4538022,-1.0549248,0.34544086,Normal
-1.5952396,-1.601386,0.6784026,Normal
-1.011828,3.0838058,2.928848,Normal
-1.6399492,-2.099436,1.0532603,Normal
-0.21049993,-2.870236,2.2927015,Normal
0.107980415,1.5479728,1.9164802,Normal
-0.9136966,-1.5142395,1.4016238,Normal
-0.9158605,0.94595224,1.9080527,Normal
-0.69971365,1.1089004,3.7472177,Normal
-1.9817067,-0.81837004,1.389424,Normal
-0.55461043,0.4638163,1.9191904,Normal
-0.84743357,-1.626887,1.5798757,Normal
-1.2348695,1.3847566,1.5139105,Normal
2.0341818,-0.36825144,1.6704742,Normal
1.7038319,-0.6262666,1.1598483,Normal
-0.00810736,-2.8521698,1.0832052,Normal
2.2834582,-0.544516,1.2435787,Normal
-0.20594098,-2.126083,1.9297664,Normal
-1.5999573,-1.0022093,1.8991629,Normal
-2.3966618,-0.24302317,1.5636574,Normal
0.082143694,0.24985473,0.17689294,Normal
-2.09384,-0.48059183,1.4962914,Normal
-0.57450384,0.44228482,1.4549958,Normal
2.2047765,-1.2542897,1.0132147,Normal
2.1676016,-1.7475868,0.77211076,Normal
0.2997796,0.46759272,-0.5513383,Normal
2.4253867,-0.6782052,1.9500309,Normal
1.8716462,0.057971753,1.4867834,Normal
-0.6518885,-1.4488695,1.583758,Normal
-2.7894566,-0.73424536,2.0984833,Normal
-2.108346,1.1896417,1.2028675,Normal
-0.7213271,1.2542604,1.1709195,Normal
1.2256802,-0.4583394,0.60280555,Normal
-1.072699,-1.6351672,1.3579658,Normal
-1.5261365,1.2282251,1.5568267,Normal
-1.1924889,-1.7880553,1.5738057,Normal
-1.063898,-1.7213092,0.79547566,Normal
0.37215033,-1.2773592,0.29317027,Normal
0.38728803,-0.4674645,-0.16993022,Normal
0.40138063,1.467601,1.3782218,Normal
-0.98687893,1.3641764,1.4138165,Normal
-1.3334568,-0.3669485,0.62758094,Normal
-1.0948081,-1.4137626,1.1486859,Normal
2.4524748,-0.53926224,2.1229742,Normal
-0.16889125,-1.7441472,2.540374,Normal
-1.725755,-0.638889,0.9170193,Normal
1.6416249,0.07999952,1.7598696,Normal
-0.84087294,-2.197379,0.97392446,Normal
-0.2330767,2.0068398,1.5459718,Normal
-0.07692814,-3.9825513,2.1808448,Normal
-0.39310053,0.70466423,2.6210997,Normal
2.3588638,-0.68180263,0.86491424,Normal
2.0399427,-1.1280907,0.6826905,Normal
-1.5303367,-1.1530654,1.6064011,Normal
-1.7245628,-0.03927675,0.84912145,Normal
0.5079572,-0.746936,0.15666139,Normal
-0.89328504,-3.6671646,0.85489357,Normal
-0.91402835,0.5693683,-0.28058425,Normal
0.111420915,0.27700257,1.5942405,Normal
-2.0838125,-1.8316453,0.62331986,Normal
3.7769284,-1.5481313,1.5811515,Normal
-0.4596326,0.2349276,0.5836129,Normal
-0.09538446,-0.35830843,-0.09317866,Normal
-1.0648457,-1.3393934,0.86560786,Normal
-0.33407444,-1.56975,1.351904,Normal
-2.2622986,1.297979,1.1853235,Normal
-1.4062243,1.8466904,1.2699121,Normal
0.5480753,0.78602153,1.8316572,Normal
-0.08133118,2.0961013,1.7951393,Normal
1.1189357,0.050833482,2.2294016,Normal
-0.29551214,0.27963006,-0.10564559,Normal
1.6655548,-1.273601,1.0242072,Normal
-0.62384576,-0.01629804,-0.34635282,Normal
-0.27649495,-0.4121896,2.34325,Normal
-1.5546192,-2.0086641,0.56017655,Normal
-1.8307555,-0.8087789,3.3471475,Normal
-0.0068769343,-0.80480945,2.6667743,Normal
-0.7026958,-2.4263906,1.4749519,Normal
-1.7192662,-0.9904544,1.156519,Normal
-0.8845352,-1.3481649,1.294996,Normal
-0.4298409,-1.5142447,1.4337521,Normal
-0.9025232,-2.6373794,1.0082545,Normal
-0.9413086,-1.14537,1.2197427,Normal
-1.0595706,-1.0270609,0.95334774,Normal
-0.73200125,-1.8382868,1.3346312,Normal
-0.3314367,1.1508182,1.1210525,Normal
-1.4261577,-2.0968626,3.0464556,Normal
0.24351718,0.31322724,3.728038,Normal
-0.34504804,0.68180245,2.6102307,Normal
-1.6878517,-0.08074461,0.619501,Normal
-0.6799923,1.4006875,0.8708997,Normal
0.21316136,-0.56862485,-0.36344802,Normal
-0.8964074,-1.2710464,0.20531964,Normal
-0.23782067,-0.028068244,-0.30747047,Normal
-2.2148623,0.808933,0.65449,Normal
-0.620226,-2.2679393,1.918923,Normal
-1.4067843,1.0282319,0.5687069,Normal
0.6609325,0.08639969,2.0397713,Normal
-0.3551335,0.2904904,1.0247763,Normal
-1.350484,-0.7187478,0.79310334,Normal
-2.7158499,0.9611805,0.94844586,Normal
0.32405552,-3.9730823,1.4346924,Normal
-1.3684784,-0.65892106,0.8804095,Normal
-0.86112267,-0.99245983,1.360281,Normal
-3.0897956,0.40975678,1.4854503,Normal
1.4102889,-0.76975495,0.8770003,Normal
-0.34266225,-0.8346089,-0.46447018,Normal
-0.6989932,0.95862484,2.5917575,Normal
0.12837656,-0.78563625,-0.064154714,Normal
0.6286243,-1.377892,0.81943405,Normal
-3.4029334,-0.4299016,0.5985194,Normal
-0.0581169,-3.6162796,1.9992372,Normal
0.10636832,-1.1236575,-0.66831034,Normal
-1.4053236,-1.041823,0.2864616,Normal
-0.19329362,-2.3180583,1.7815175,Normal
-0.9233359,-1.1251221,0.8920475,Normal
-1.154717,-2.23746,1.1567795,Normal
0.0024923198,0.031583257,-0.24034926,Normal
1.0158781,1.9973061,2.3479598,Normal
-1.156091,-0.19354808,-0.32832384,Normal
2.849397,-0.43696606,1.5413274,Normal
1.6444817,-1.2749082,1.7055333,Normal
-0.6096451,0.8512065,2.728792,Normal
-0.20285149,0.107516095,0.21594185,Normal
0.14952743,0.5873901,1.035313,Normal
-0.54720116,-0.51276207,-0.6937284,Normal
-0.8677604,-1.9669489,1.0055484,Normal
0.012999583,-0.3871523,0.79791385,Normal
-0.3802751,1.4724982,1.3610446,Normal
-2.004205,-2.04355,2.0998526,Normal
0.11834741,-2.910999,1.4994148,Normal
-0.94807667,0.49386406,0.99231666,Normal
-0.039104227,-1.5298682,2.4153419,Normal
-2.250327,-0.4766624,0.91401654,Normal
2.2239287,-0.02159094,1.085822,Normal
-0.7094621,1.5266118,1.8247823,Normal
-0.47821978,1.2503165,0.91148496,Normal
1.806443,-1.3430619,1.6725457,Normal
1.7480499,2.2137027,2.2092335,Normal
-1.7109064,-1.214311,1.3563843,Normal
-1.1663511,-0.40530497,-1.5700119,Normal
-1.6562548,-0.81244355,1.6862962,Normal
0.048310462,0.49509066,2.0750961,Normal
-0.47798494,0.29786092,1.8448936,Normal
-1.4257536,-0.6667199,1.9734501,Normal
-0.5584839,2.0109327,2.3431382,Normal
0.8203247,-0.06389058,1.5381876,Normal
0.24429213,-0.7467168,0.122346126,Normal
0.07373835,0.17587835,-0.6642341,Normal
-2.1459332,0.65141636,0.43964452,Normal
-1.2137601,-0.87771827,0.5276599,Normal
0.27402303,-1.3157395,0.11313217,Normal
-1.6214039,-1.8598613,1.8220254,Normal
-1.5863845,-0.89180523,1.5924357,Normal
0.47025996,-0.44698513,0.5796154,Normal
-1.9536906,-0.95755893,1.0131087,Normal
-1.5832139,-1.0797781,1.7982386,Normal
-1.5358056,-1.0372697,1.7049108,Normal
-1.3890493,-1.1112943,1.4005504,Normal
-1.0191879,1.2083738,2.1076925,Normal
-1.6825013,-1.7880188,2.0269578,Normal
-2.498606,0.3419456,0.80166256,Normal
-1.1812584,-3.9593518,1.4376416,Normal
1.2618157,-0.50506514,1.0453311,Normal
-2.503536,0.18784401,0.59230715,Normal
-1.5646874,-0.21803017,0.86436516,Normal
1.6138415,-2.3715525,1.2137461,Normal
-2.095158,-0.26503772,1.3717982,Normal
0.23052265,2.515932,1.9480098,Normal
1.1681653,0.14760932,1.2976018,Normal
-1.4140217,-0.6841944,2.3053873,Normal
-1.6202486,-1.621647,0.96610373,Normal
1.8987114,-1.7655673,2.1497688,Normal
-0.5992765,0.8379778,0.697815,Normal
-1.0114874,-0.73009014,-0.8182761,Normal
-1.7111913,-0.9667675,1.1394044,Normal
-1.0442312,-1.2258161,2.4404275,Normal
-1.8428336,-0.112765074,1.1412599,Normal
-0.16122721,-0.8711694,1.5924536,Normal
-1.0724103,-0.954675,0.69354707,Normal
-1.4629112,-1.2670947,1.7848483,Normal
0.021683212,2.6060119,2.1040938,Normal
2.9439871,-1.4243908,1.6139196,Normal
1.2244375,0.30566847,1.09331,Normal
-0.30173677,2.6217515,2.7565446,Normal
-0.17128702,-0.7584943,0.7333484,Normal
-0.008654997,-2.2502332,0.113252304,Normal
1.9291965,-0.51173353,0.88454854,Normal
-0.13879359,-0.47151774,0.041358538,Normal
-2.2295792,-1.0741235,1.3350061,Normal
-1.2645773,-1.1022319,1.125954,Normal
-1.4143393,1.143845,1.4804504,Normal
0.67110854,1.1077553,1.9001656,Normal
-1.264559,-1.2851487,0.90241545,Normal
0.23458157,-4.113059,1.3283901,Normal
-1.6565503,-1.2650267,1.3898422,Normal
0.4371871,-0.069982916,0.60109967,Normal
2.2582974,0.11721979,1.5823035,Normal
-2.5926437,-0.28156894,-0.014965229,Normal
1.9081947,0.30469584,1.3023571,Normal
0.6443204,-0.959781,0.11209913,Normal
1.8611476,-0.86893165,1.3542867,Normal
-0.16636218,-0.20519207,1.9390494,Normal
-1.4986814,0.93121415,1.619455,Normal
0.1426464,-1.3466907,1.5157483,Normal
-0.4258523,0.40572995,1.0183079,Normal
-1.4331439,-0.19105221,0.76794636,Normal
-0.6604413,0.63356334,2.033423,Normal
2.100082,-0.15523885,1.0466219,Normal
-2.1302433,-0.8540823,0.805234,Normal
-0.66915184,-1.292835,1.3061334,Normal
-0.5896037,0.9359345,2.59802,Normal
-0.6346798,-2.2229764,1.3159443,Normal
-0.73746467,-0.049243912,-0.8228818,Normal
0.17611998,2.019526,-0.024404116,Normal
-1.2792951,-0.5004686,-0.071992956,Normal
0.049449727,0.3323757,1.5814034,Normal
0.3015466,0.09010477,0.2973418,Normal
0.36035603,-0.85552305,0.020616628,Normal
-1.8323591,-1.2342852,0.7263844,Normal
0.3565773,-0.6054609,0.849804,Normal
0.34367207,-0.16576786,0.07765479,Normal
-1.867756,-0.5570318,1.7562927,Normal
-0.03600328,0.37254173,1.3783671,Normal
-0.9951884,2.130953,1.232281,Normal
-1.6704799,-0.8315907,1.2709194,Normal
-0.8314603,0.1060683,1.9145755,Normal
-1.2530676,2.0184891,1.9707175,Normal
0.2685474,0.39137655,1.2774994,Normal
-2.1358373,-0.5897904,2.1810791,Normal
1.8012215,-1.7865345,0.55497617,Normal
-1.2771776,-0.89928824,1.2606332,Normal
0.14374833,0.94741917,1.8842251,Normal
-0.24390753,0.088782094,-0.5259417,Normal
1.4985437,-0.9187357,1.317908,Normal
-1.7560217,0.019650996,1.1957496,Normal
-0.50443107,-0.083906084,0.6468547,Normal
-1.4393005,0.16165377,1.484889,Normal
-0.5882923,1.6168327,0.965501,Normal
2.9737887,-1.5082941,2.4443576,Normal
-0.88652515,-0.72361594,2.1515155,Normal
-0.9145811,0.9827905,1.4214557,Normal
-1.9876374,-0.24233295,1.1205013,Normal
-0.7423545,-1.7513438,2.2070394,Normal
-1.951022,-1.6574215,1.1858728,Normal
-1.8860778,0.8762665,1.2421494,Normal
-1.9329281,1.3041217,1.2388724,Normal
-2.6354542,-0.23035975,1.2449466,Normal
-0.081788525,3.1137173,2.473072,Normal
-2.2482042,-0.8298767,1.9201837,Normal
-0.93265593,1.9641356,1.3184363,Normal
0.23616792,-1.5882105,-0.21107486,Normal
-1.0654002,-3.7274833,1.9014004,Normal
-1.4399071,-0.701714,1.1950027,Normal
1.7413156,-0.52512425,1.5339686,Normal
-0.5691057,-1.6111772,1.1671289,Normal
-1.9685711,0.29310155,0.80747896,Normal
-1.1202507,0.9758659,0.044705264,Normal
1.9254445,-0.619022,1.0226765,Normal
-1.7076685,-1.145937,0.99071985,Normal
-0.5053109,-1.7687175,1.7423829,Normal
-1.8123598,-0.95655185,1.0774785,Normal
2.6503885,-1.1003636,1.4196438,Normal
-0.46717528,1.1666353,1.5178704,Normal
-2.2181044,-0.6650121,1.0599545,Normal
-1.6504627,-0.480089,1.6838099,Normal
1.6353824,-0.47063535,1.8477774,Normal
-1.1388153,-1.0584284,0.9693429,Normal
-1.911889,-0.32462627,1.7703929,Normal
0.21740748,-0.37176627,2.4482908,Normal
2.0799575,0.054778837,1.0290605,Normal
-0.49978206,-1.6532427,1.10486,Normal
-1.1847222,2.1711483,1.8410921,Normal
0.21686806,-1.035108,-0.009186164,Normal
-1.481615,-2.8889666,1.6698388,Normal
-0.78337216,-0.07838373,0.34827897,Normal
4.669697,0.740192,-1.1658193,Normal
-1.5566299,0.35728508,1.3394274,Normal
0.05301043,1.559894,1.8207444,Normal
0.071750544,-4.1734476,1.1550028,Normal
0.047003087,2.7887685,2.1752834,Normal
0.7391488,-3.9323454,2.302528,Normal
-0.12311229,-2.521829,3.0639274,Normal
-1.2457573,-1.3568238,1.8552873,Normal
-0.5299011,1.7340492,1.1053663,Normal
-1.3048058,-1.1241782,1.594066,Normal
1.9575067,-1.1327518,1.4346637,Normal
-0.48040506,-1.1546832,1.4130588,Normal
-1.9498876,-1.211951,0.5687477,Normal
-0.065780014,2.6296873,1.7910435,Normal
-0.28592905,2.1844816,1.656111,Normal
-1.5043031,-0.5570778,1.9943177,Normal
-1.7622111,-0.4929313,0.7362414,Normal
-0.5178335,-1.8839178,1.4695469,Normal
-1.0870391,-2.2598174,2.6138818,Normal
-1.449975,0.23829918,-0.2539293,Normal
-1.4129406,-2.3085375,2.2526126,Normal
0.5572812,-0.27194148,0.63461554,Normal
-0.045179244,0.52393,1.4281824,Normal
-0.6755143,1.8175538,1.2750896,Normal
1.4696321,-0.0350077,0.58858174,Normal
-0.9353335,1.473165,1.7982374,Normal
-2.422899,-0.5572519,2.1701505,Normal
1.2916303,-0.13467366,1.0714582,Normal
-0.8832425,-1.356839,1.3578372,Normal
-0.59901494,0.4892155,0.5620323,Normal
-1.1534511,-0.7572939,2.8977706,Normal
1.2781402,2.1800253,2.3047414,Normal
-2.0289009,-2.3953633,1.7003311,Normal
0.010898296,1.3710464,1.2450961,Normal
-0.20565464,0.52175,1.3579973,Normal
-0.64674854,0.7207164,1.5077611,Normal
3.3087742,-0.5713102,1.4828761,Normal
-0.21871094,0.12486352,0.051088817,Normal
-0.50982696,-1.1277629,1.4413723,Normal
0.46083528,-3.4557905,2.18228,Normal
-1.6234306,-0.9478217,0.085953094,Normal
-0.41615802,-0.04183133,0.46410698,Normal
2.0516784,-0.5181266,1.7591115,Normal
-0.37852463,-2.555946,1.1246974,Normal
0.85081446,1.3673317,2.118196,Normal
-1.6130707,-1.1813725,1.3806487,Normal
-1.344852,-2.4383202,1.0001072,Normal
2.3810785,-1.033157,1.529274,Normal
2.414904,-2.0597484,1.7569668,Normal
-1.9278632,-2.198782,0.9060526,Normal
1.5007828,-0.5869888,1.9799031,Normal
0.16558787,2.714406,1.763807,Normal
1.7219659,-0.05154205,1.1575624,Normal
-0.5411869,-0.24170886,-0.5001966,Normal
-1.2898656,0.69273126,-0.6006238,Normal
-0.63515806,-1.5057775,1.7010705,Normal
1.585321,-0.5475922,1.3258486,Normal
0.8288675,-1.8995204,2.4260316,Normal
-1.4309648,-2.4202669,0.6152474,Normal
0.4417008,-1.7653986,0.81182754,Normal
0.017046932,-0.3146925,0.11897173,Normal
-0.86901295,-1.4559432,1.0097955,Normal
-1.4335263,-0.99162036,1.555424,Normal
-0.8222249,0.43423015,1.4765258,Normal
-1.0685109,-1.440986,1.4232483,Normal
-0.69662094,-1.2056308,1.4075834,Normal
-0.9956786,-0.67452675,-0.75799465,Normal
1.7773091,-0.65662724,1.4432174,Normal
-1.154847,-1.1639558,1.0411798,Normal
-1.5817143,-0.61443096,1.0985731,Normal
-0.629586,0.40923876,-0.112352066,Normal
-0.6505618,-2.0265703,1.1682678,Normal
-1.6516571,-1.3757299,1.587414,Normal
-1.3254151,-0.7681007,1.1416326,Normal
1.819569,0.17726007,1.6621714,Normal
-1.5830843,-0.97054213,0.9632568,Normal
-1.1754527,-2.0859847,0.8084041,Normal
-2.2844954,0.26848006,1.3815265,Normal
-1.0399857,-1.0219134,1.404265,Normal
-0.4216212,1.4199499,1.9679819,Normal
-1.5793164,-1.3102081,1.207155,Normal
1.0828016,2.5525959,1.3308979,Normal
-0.26919508,-0.52118844,1.3717903,Normal
0.32621685,-1.8244911,1.6249814,Normal
-0.7669229,1.6430026,1.6677834,Normal
1.4122956,-2.0681226,1.8256553,Normal
0.110968314,0.60097736,2.0023448,Normal
0.22036727,-0.38248682,1.5846614,Normal
-0.73285776,0.33453268,1.6849303,Normal
-0.13268341,2.6332815,1.3567102,Normal
-0.3001008,-2.0655575,1.1364292,Normal
-2.3148115,0.70424664,0.47314835,Normal
0.589076,0.3005764,0.66656595,Normal
0.7149299,0.7431211,-0.07245906,Normal
-0.035436656,1.2610791,1.7021251,Normal
-1.0360459,-1.4021976,1.663192,Normal
0.25953385,-1.0001117,0.018275835,Normal
1.1231133,-0.13070905,0.6748465,Normal
0.8053755,2.166647,2.7325497,Normal
-0.9909639,-0.586468,0.96168786,Normal
2.5461903,-0.48753107,1.8864086,Normal
-2.2638814,-0.4897821,1.7043056,Normal
7.7723064,0.9047464,-0.63512844,Normal
2.9416108,-1.3436953,1.8388311,Normal
1.602479,-0.0435386,1.1915385,Normal
2.306915,-2.0010962,0.8414959,Normal
-1.451751,-1.322858,0.65972495,Normal
1.2075629,0.27380997,1.0615574,Normal
-1.0364966,-1.0888021,0.8273213,Normal
-1.8973756,-0.9157228,1.9120692,Normal
2.7109926,-0.9485647,0.9446563,Normal
-1.1017275,-1.773775,1.2444001,Normal
-1.3614404,-0.32485753,0.8890726,Normal
-1.1160669,-1.881459,1.7440698,Normal
1.5794308,-0.057237506,0.9737665,Normal
-1.3806509,-1.0085162,1.5735401,Normal
-2.473376,-0.39952153,1.2850533,Normal
1.613312,-1.4601951,0.86698574,Normal
-0.19110245,-1.1105999,1.210786,Normal
1.9492344,-0.9135775,1.2864016,Normal
0.2747324,2.0555897,2.1605263,Normal
-0.60837585,2.064783,2.6724415,Normal
1.6325586,1.7847878,2.8128915,Normal
0.8884698,-0.27711236,1.245711,Normal
-0.6824409,1.8366036,1.2710142,Normal
-0.78075993,2.2464728,0.93465096,Normal
-1.6753563,-0.17385106,0.65000916,Normal
-0.08360167,0.7386868,2.7140217,Normal
-0.2376308,-3.4037557,1.503072,Normal
0.06906311,1.3144673,2.6701229,Normal
2.614234,-0.5168471,1.9482113,Normal
2.0983696,-0.4043454,0.7781904,Normal
-0.84373885,-1.317854,0.9701931,Normal
-1.1377871,-0.76054734,0.7121697,Normal
-2.103455,0.96329826,0.93294996,Normal
-1.200445,-1.2219077,-0.46986455,Normal
2.5458112,-1.4144162,1.0740619,Normal
-0.65400034,0.42589808,0.7082068,Normal
-1.0755799,-0.9203822,1.4815738,Normal
-1.2210658,-0.29373187,0.26627594,Normal
-1.5278031,-0.5265881,0.85150176,Normal
-0.19339514,0.31086785,1.477477,Normal
-1.4861673,-1.1546754,0.8933161,Normal
-0.585183,-0.12546761,-0.9377136,Normal
-1.4437804,-0.46862262,0.89848727,Normal
-0.9689738,-0.7891682,1.0146079,Normal
-1.7758116,1.022169,-0.32075506,Normal
-1.1872236,-0.9453859,1.010682,Normal
-0.91438615,-1.9946994,1.0687225,Normal
-1.1678157,-0.6556593,1.3878905,Normal
-0.8593508,-1.0949045,0.39969847,Normal
-0.7470178,-0.1761322,1.3668524,Normal
-0.13657466,-1.2164114,1.2086669,Normal
2.4019341,-1.5905094,2.5879335,Normal
0.7901261,1.768489,1.6959085,Normal
0.3881377,-1.365611,0.42947945,Normal
0.21387987,-2.392771,1.1180172,Normal
0.5457289,1.1768619,2.5768154,Normal
0.006807748,-2.9365005,1.3453344,Normal
1.9393297,-0.45902437,1.6524898,Normal
-1.6414897,-0.93423957,1.4956658,Normal
-0.96473604,1.079933,1.2273735,Normal
-1.9241608,1.920956,1.7613672,Normal
